frame,support_len,confidence_sum
6157,10,9.746042
6158,10,9.631752
6159,10,9.627613
6160,10,9.648832
6161,10,9.607513
6162,10,9.817312
6163,10,9.715832
6164,9,8.696693
6165,11,10.630559
6166,9,8.173629
6167,10,9.852835
6168,9,8.873590
6169,9,8.867152
6170,9,7.284591
6171,10,8.077050
6172,9,7.292087
6173,10,8.108071
6174,8,6.488936
6175,10,8.108666
6176,10,8.104458
6177,10,8.109971
6178,10,8.097990
6179,10,8.101375
6180,9,7.304528
6181,10,8.102390
6182,10,8.111559
6183,9,7.310140
6184,10,8.111713
6185,10,8.102545
6186,9,7.288115
6187,10,9.765190
6188,10,9.650416
6189,10,9.689322
6190,9,8.680031
6191,9,8.714286
6192,10,9.728031
6193,10,9.680309
6194,10,8.927954
6195,10,8.935874
6196,10,9.607471
6197,9,8.628796
6198,9,8.641170
6199,10,8.725414
6200,11,10.398948
6201,9,8.402504
6202,11,10.860139
6203,9,8.876550
6204,9,8.875427
6205,10,9.866924
6206,10,9.879539
6207,10,9.897059
6208,10,9.819625
6209,11,10.265145
6210,8,7.090244
6211,10,8.770210
6212,9,8.088807
6213,9,8.661221
6214,10,9.640273
6215,10,9.582282
6216,9,8.724334
6217,10,9.670399
6218,10,9.762332
6219,10,9.806836
6220,10,9.721946
6221,10,8.902570
6222,9,8.886908
6223,10,9.791412
6224,10,9.629062
6225,10,9.800568
6226,9,8.849909
6227,9,8.793527
6228,10,9.827699
6229,10,9.755075
6230,10,9.835096
6231,10,8.898427
6232,9,8.704988
6233,10,8.919000
6234,8,7.821250
6235,10,9.781314
6236,10,9.777665
6237,10,9.536678
6238,10,9.415332
6239,10,9.095885
6240,9,8.792680
6241,9,8.480679
6242,10,9.716227
6243,9,7.979147
6244,9,8.826009
6245,10,9.854719
6246,9,8.776074
6247,10,9.820523
6248,9,8.873239
6249,10,9.850174
6250,10,9.842972
6251,10,9.819999
6252,9,8.010125
6253,10,9.815776
6254,10,9.846454
6255,10,9.127655
6256,9,8.192486
6257,11,10.657551
6258,9,8.695560
6259,10,9.658203
6260,10,9.647487
6261,10,9.642706
6262,10,9.621832
6263,10,9.598317
6264,10,9.602698
6265,10,9.608879
6266,11,10.609263
6267,9,8.647932
6268,10,9.680500
6269,10,9.846728
6270,11,10.858839
6271,10,9.760223
6272,9,8.688421
6273,10,9.804537
6274,10,9.908936
6275,10,9.827922
6276,10,9.896444
6277,10,9.887893
6278,11,10.900555
6279,9,8.906495
6280,10,9.133526
6281,10,9.873434
6282,10,9.883206
6283,10,9.881832
6284,10,9.852039
6285,11,10.820326
6286,9,8.880152
6287,10,9.895870
6288,9,8.769027
6289,10,9.848736
6290,10,9.891912
6291,10,9.900721
6292,9,7.993341
6293,10,9.913066
6294,9,8.900586
6295,10,9.911399
6296,10,9.875463
6297,10,9.756320
6298,9,8.852331
6299,10,9.747005
6300,9,8.737530
6301,10,8.874459
6302,10,9.478864
6303,10,9.783588
6304,10,9.888959
6305,9,8.890329
6306,8,7.875084
6307,9,8.566744
6308,9,8.845187
6309,10,9.814929
6310,10,9.812837
6311,10,8.948669
6312,9,8.757852
6313,9,8.613156
6314,10,9.782547
6315,11,10.764832
6316,9,8.761324
6317,10,9.753121
6318,9,8.801084
6319,10,9.885558
6320,10,9.798543
6321,10,9.830594
6322,10,9.817552
6323,10,8.897378
6324,9,8.847819
6325,10,9.785071
6326,10,9.844625
6327,10,9.844236
6328,10,9.805259
6329,11,10.840267
6330,8,7.874498
6331,10,9.456309
6332,10,9.885886
6333,10,9.595770
6334,10,9.853040
6335,10,9.866098
6336,11,10.896936
6337,9,8.932173
6338,10,9.859982
6339,10,9.270609
6340,9,7.996773
6341,11,10.128223
6342,8,7.013256
6343,10,9.494750
6344,10,9.865461
6345,9,8.859009
6346,10,9.828770
6347,10,9.884699
6348,9,8.846842
6349,9,8.030655
6350,10,8.917565
6351,8,7.908987
6352,10,9.795164
6353,9,8.827378
6354,10,9.899256
6355,10,9.778502
6356,10,9.871712
6357,10,9.806774
6358,11,8.920836
6359,9,7.282186
6360,10,8.083248
6361,10,8.078109
6362,10,8.083871
6363,10,8.086335
6364,10,8.099065
6365,10,8.094719
6366,10,8.099888
6367,10,8.097001
6368,10,8.104458
6369,9,7.284587
6370,10,8.104961
6371,9,7.309599
6372,9,7.318693
6373,10,8.122614
6374,10,8.122553
6375,9,8.873667
6376,10,9.869284
6377,9,8.927324
6378,11,10.103338
6379,9,8.629556
6380,10,9.749145
6381,10,9.736048
6382,10,9.816092
6383,9,8.700572
6384,9,8.697809
6385,10,9.708074
6386,10,9.822528
6387,10,9.761757
6388,10,9.631595
6389,11,10.613183
6390,9,8.652281
6391,10,9.608016
6392,9,7.973094
6393,10,8.843874
6394,9,8.012067
6395,10,8.907221
6396,8,7.101642
6397,10,9.738976
6398,10,9.843209
6399,10,9.885237
6400,10,9.739257
6401,10,9.839553
6402,10,9.650234
6403,10,9.638102
6404,10,9.644229
6405,10,8.868394
6406,10,8.886647
6407,10,8.878467
6408,10,8.873574
6409,10,8.830284
6410,10,8.885372
6411,10,9.697227
6412,11,10.772794
6413,9,8.688701
6414,9,8.704284
6415,10,9.638305
6416,10,9.642566
6417,11,10.644172
6418,9,8.831896
6419,10,9.716543
6420,9,8.723549
6421,10,9.680392
6422,9,8.731631
6423,9,7.984418
6424,10,9.859553
6425,10,9.771472
6426,9,8.907911
6427,10,8.108860
6428,10,8.104881
6429,9,7.306721
6430,10,8.121793
6431,10,8.108941
6432,10,8.103803
6433,10,8.125969
6434,10,8.108941
6435,10,8.109969
6436,9,7.299333
6437,10,8.088386
6438,11,8.901137
6439,9,7.294131
6440,10,8.086487
6441,10,8.089322
6442,10,8.107794
6443,10,8.125450
6444,9,8.818357
6445,10,9.761019
6446,9,8.693079
6447,10,9.685786
6448,10,9.795071
6449,9,8.744930
6450,9,8.724541
6451,10,8.880423
6452,11,10.663678
6453,9,8.764172
6454,11,10.554374
6455,9,8.744426
6456,9,8.575431
6457,10,9.589811
6458,10,9.659370
6459,10,8.820785
6460,10,9.527551
6461,11,9.518872
6462,8,7.620713
6463,10,9.861612
6464,10,9.807759
6465,10,8.913169
6466,10,9.858562
6467,10,9.732773
6468,8,7.773802
6469,9,8.783369
6470,10,9.824776
6471,10,9.760651
6472,9,8.477570
6473,10,9.823762
6474,8,7.809271
6475,10,9.757793
6476,10,9.775766
6477,9,7.965038
6478,11,10.814220
6479,9,8.883496
6480,9,8.910013
6481,9,8.772108
6482,10,9.882338
6483,10,9.829152
6484,9,8.841569
6485,10,9.822637
6486,9,8.845172
6487,10,9.523055
6488,10,9.713404
6489,10,8.742723
6490,10,9.393706
6491,10,8.382740
6492,9,8.822019
6493,10,9.511127
6494,10,9.801325
6495,10,9.739869
6496,10,9.811494
6497,10,9.571650
6498,9,8.775582
6499,10,8.882438
6500,10,9.818792
6501,10,9.809748
6502,9,8.789390
6503,9,8.816155
6504,9,8.841549
6505,10,9.791185
6506,10,9.821018
6507,9,8.864832
6508,10,8.892914
6509,10,9.816155
6510,8,7.768287
6511,10,9.624466
6512,10,9.752491
6513,10,8.995490
6514,10,8.525903
6515,11,9.225386
6516,9,7.697926
6517,10,8.685363
6518,10,8.502533
6519,11,9.439560
6520,9,8.161307
6521,10,9.273249
6522,10,9.741560
6523,10,8.654955
6524,10,9.099726
6525,11,9.225386
6526,9,8.201197
6527,10,8.691287
6528,10,8.449088
6529,11,9.273824
6530,9,8.165396
6531,10,9.002891
6532,10,8.753474
6533,10,8.883457
6534,11,9.249406
6535,10,8.415428
6536,10,8.521146
6537,9,8.657505
6538,10,9.375417
6539,10,8.992054
6540,10,8.418549
6541,10,8.418549
6542,11,9.258161
6543,9,8.294315
6544,10,9.864747
6545,10,9.741496
6546,10,9.891844
6547,10,9.856894
6548,10,8.802646
6549,9,8.897932
6550,10,9.814536
6551,9,8.879478
6552,8,7.905788
6553,9,8.821506
6554,10,9.798031
6555,10,9.902532
6556,10,9.753690
6557,9,8.007257
6558,9,8.759744
6559,10,9.714989
6560,10,9.814271
6561,9,8.907449
6562,9,8.905819
6563,9,8.569556
6564,10,9.897376
6565,10,8.708678
6566,8,6.775346
6567,9,7.616943
6568,10,9.709944
6569,10,9.767145
6570,10,9.837346
6571,10,9.858834
6572,10,9.843835
6573,10,9.853720
6574,10,9.874342
6575,10,9.862964
6576,9,8.885392
6577,10,9.820513
6578,10,9.834387
6579,10,8.873794
6580,10,9.800300
6581,9,8.804780
6582,9,8.879857
6583,9,8.848130
6584,9,8.672667
6585,10,9.569886
6586,10,9.866661
6587,10,9.567972
6588,10,9.896453
6589,9,8.596641
6590,10,9.674991
6591,10,8.879435
6592,10,9.914486
6593,10,9.842519
6594,10,8.956426
6595,10,9.237562
6596,10,9.404406
6597,10,9.873826
6598,9,8.192999
6599,10,9.037723
6600,9,8.656965
6601,10,9.587104
6602,10,9.718583
6603,11,10.652270
6604,9,8.660381
6605,10,8.868724
6606,11,10.587177
6607,9,8.700677
6608,10,9.689003
6609,10,9.620922
6610,10,9.624458
6611,9,8.736272
6612,10,9.677989
6613,9,7.304723
6614,10,8.117284
6615,10,8.114198
6616,10,8.110975
6617,9,7.302062
6618,9,7.314694
6619,10,8.117076
6620,10,8.107946
6621,10,8.140231
6622,10,8.126180
6623,10,8.104496
6624,10,8.107786
6625,10,8.105520
6626,10,8.106996
6627,10,8.106163
6628,10,8.116892
6629,10,8.119342
6630,10,9.888702
6631,10,9.853745
6632,10,9.644862
6633,10,9.579106
6634,10,9.719061
6635,10,9.686093
6636,9,8.754880
6637,9,8.778233
6638,11,10.687546
6639,9,8.707625
6640,10,9.675592
6641,10,9.633459
6642,10,9.808702
6643,10,9.712098
6644,10,9.652484
6645,9,8.701786
6646,11,9.777774
6647,9,7.900077
6648,10,8.888702
6649,10,8.876751
6650,10,8.872487
6651,10,8.883770
6652,8,7.022430
6653,10,8.381169
6654,10,9.085488
6655,10,9.818041
6656,10,9.730525
6657,11,10.772790
6658,9,8.875563
6659,10,8.603013
6660,10,8.645072
6661,10,8.495565
6662,10,8.894857
6663,10,8.923753
6664,10,8.904501
6665,11,9.647345
6666,9,7.932923
6667,10,8.858177
6668,10,9.674841
6669,10,9.729202
6670,10,9.645841
6671,10,9.612731
6672,10,9.589197
6673,10,9.586640
6674,10,9.686448
6675,10,9.609907
6676,10,9.616963
6677,9,8.619863
6678,9,8.635662
6679,10,8.993410
6680,10,9.586962
6681,10,9.435510
6682,10,9.732795
6683,9,8.779521
6684,9,7.298212
6685,10,8.125125
6686,9,7.318501
6687,9,7.309488
6688,10,8.109040
6689,10,8.099991
6690,10,8.088386
6691,10,8.091078
6692,10,8.094600
6693,10,8.102881
6694,10,8.101132
6695,10,8.100781
6696,10,8.107473
6697,11,8.922601
6698,9,7.306323
6699,10,8.109535
6700,10,8.114747
6701,10,9.817048
6702,9,8.867252
6703,10,9.836596
6704,9,8.811869
6705,10,9.770980
6706,10,9.870656
6707,10,9.773448
6708,10,8.895811
6709,10,9.851631
6710,10,9.856960
6711,10,9.894238
6712,10,9.478999
6713,10,9.721930
6714,10,9.792238
6715,9,8.816271
6716,9,8.582028
6717,10,8.542099
6718,10,9.130517
6719,10,9.843968
6720,10,9.829576
6721,10,9.803409
6722,10,8.888573
6723,10,9.555633
6724,10,9.534253
6725,10,9.621235
6726,10,9.773436
6727,10,9.771987
6728,10,9.224330
6729,10,9.779802
6730,10,9.719379
6731,10,9.766020
6732,9,8.761801
6733,10,9.748038
6734,10,8.898515
6735,10,9.904206
6736,10,9.859835
6737,9,8.815259
6738,8,7.838680
6739,9,8.778682
6740,9,8.797619
6741,10,9.821020
6742,10,9.822854
6743,9,7.895364
6744,9,8.307036
6745,10,8.898352
6746,10,9.771380
6747,10,9.719998
6748,10,9.698065
6749,10,9.452124
6750,9,8.881567
6751,10,8.770962
6752,10,8.759130
6753,10,9.572365
6754,10,9.717258
6755,9,8.026407
6756,10,9.802782
6757,10,9.827968
6758,10,9.810048
6759,10,9.831678
6760,9,8.861955
6761,10,9.744486
6762,9,8.848177
6763,10,9.832569
6764,10,8.906841
6765,9,8.818058
6766,10,9.803387
6767,10,9.072605
6768,9,8.095322
6769,10,9.886072
6770,10,9.867929
6771,10,9.773717
6772,10,9.765768
6773,11,10.583590
6774,9,8.657505
6775,11,10.598309
6776,9,8.676533
6777,11,10.609120
6778,10,9.647998
6779,10,9.632911
6780,9,8.679035
6781,11,10.587581
6782,10,9.599156
6783,9,8.681296
6784,11,10.616803
6785,9,8.662603
6786,11,10.584388
6787,10,9.622447
6788,10,9.628767
6789,9,8.660422
6790,11,10.692951
6791,10,9.896608
6792,10,9.880932
6793,10,9.850668
6794,10,9.911520
6795,9,8.904976
6796,11,10.730247
6797,9,8.672996
6798,11,10.582278
6799,9,8.679560
6800,10,9.881033
6801,9,8.903020
6802,10,9.893103
6803,9,8.916543
6804,10,8.906349
6805,10,9.922002
6806,9,8.918597
6807,9,8.870037
6808,10,9.881434
6809,9,8.807021
6810,10,9.834328
6811,9,8.907994
6812,10,9.864982
6813,10,8.874633
6814,9,8.676697
6815,9,8.881110
6816,9,8.925620
6817,9,8.908393
6818,9,8.900459
6819,9,8.543782
6820,9,8.869679
6821,9,7.993767
6822,9,7.558719
6823,9,7.571957
6824,9,8.869628
6825,9,8.852983
6826,9,8.869782
6827,10,9.763970
6828,10,9.800784
6829,10,9.806967
6830,10,9.876344
6831,9,8.899614
6832,9,8.901919
6833,9,8.903288
6834,10,8.886001
6835,9,8.867738
6836,9,8.844518
6837,10,9.876395
6838,9,8.791878
6839,9,8.835011
6840,10,9.773180
6841,9,8.682827
6842,9,8.894797
6843,9,8.922779
6844,9,8.903716
6845,9,8.441638
6846,9,8.017525
6847,10,9.936382
6848,10,9.915226
6849,10,9.845690
6850,9,7.979194
6851,10,8.676638
6852,9,7.847992
6853,9,8.868196
6854,9,8.751302
6855,10,9.485813
6856,9,8.646988
6857,9,8.810168
6858,10,9.764079
6859,9,8.838148
6860,9,7.999212
6861,10,9.790499
6862,9,8.784344
6863,10,9.652971
6864,9,8.682039
6865,9,8.619098
6866,9,8.602041
6867,7,6.785277
6868,11,8.905307
6869,9,7.285166
6870,11,8.913402
6871,9,7.280402
6872,11,8.915911
6873,9,7.294454
6874,9,7.285836
6875,10,8.115010
6876,10,8.109613
6877,9,7.288303
6878,9,7.300419
6879,9,7.296296
6880,9,7.287381
6881,10,8.100574
6882,9,7.296296
6883,11,8.926516
6884,9,7.298051
6885,10,9.712352
6886,9,8.792563
6887,9,8.896096
6888,9,8.731926
6889,10,9.659299
6890,9,8.686329
6891,9,8.731892
6892,9,8.745029
6893,9,8.731065
6894,10,9.723791
6895,9,8.680401
6896,10,9.641011
6897,9,8.693865
6898,10,9.831975
6899,10,9.768906
6900,9,8.722919
6901,11,9.698986
6902,10,8.794865
6903,9,7.888574
6904,10,8.892093
6905,10,8.903466
6906,9,8.011527
6907,10,9.603466
6908,10,9.586348
6909,9,8.736246
6910,9,8.815695
6911,10,9.759473
6912,9,8.704779
6913,10,9.728756
6914,9,8.732993
6915,11,10.025144
6916,9,8.256493
6917,10,9.756837
6918,9,8.718558
6919,11,9.627500
6920,9,7.976689
6921,10,8.860887
6922,10,8.874204
6923,10,8.914616
6924,9,8.011161
6925,10,9.780242
6926,10,9.701756
6927,9,8.658788
6928,9,8.684263
6929,10,9.673314
6930,9,8.838759
6931,9,8.772547
6932,10,9.680730
6933,9,8.712657
6934,10,9.680082
6935,9,8.698909
6936,10,9.535911
6937,9,8.353620
6938,9,8.883117
6939,9,8.863653
6940,10,9.843559
6941,10,8.149631
6942,9,7.312104
6943,9,7.302062
6944,9,7.302062
6945,9,7.312948
6946,9,7.300301
6947,9,7.280729
6948,10,8.086879
6949,9,7.281314
6950,10,8.090349
6951,9,7.287476
6952,10,8.090183
6953,9,7.290554
6954,10,8.106239
6955,9,7.301907
6956,11,8.911663
6957,9,7.270645
6958,10,9.701657
6959,9,8.670247
6960,10,9.614073
6961,10,9.599550
6962,9,8.639488
6963,9,8.702074
6964,10,8.888251
6965,9,8.011878
6966,9,8.689444
6967,10,9.603976
6968,9,8.740005
6969,9,8.344815
6970,11,10.017519
6971,9,8.650260
6972,10,9.825309
6973,9,8.858898
6974,9,8.895281
6975,9,8.906854
6976,10,9.801737
6977,9,8.906799
6978,9,8.019574
6979,10,8.778353
6980,9,7.998561
6981,9,8.336574
6982,9,8.789464
6983,9,8.775851
6984,11,10.610518
6985,9,8.809775
6986,9,8.755381
6987,9,8.767005
6988,9,8.719660
6989,9,8.671902
6990,9,8.007547
6991,9,8.782233
6992,9,8.815446
6993,9,8.833324
6994,9,8.822948
6995,9,8.712270
6996,9,8.818244
6997,11,10.650138
6998,9,8.828005
6999,9,8.240835
7000,9,8.875144
7001,9,7.917934
7002,9,8.885405
7003,9,7.834297
7004,9,8.803680
7005,9,8.503714
7006,9,8.907717
7007,9,8.917654
7008,9,8.925722
7009,9,8.488674
7010,9,8.889606
7011,9,8.849309
7012,9,8.858449
7013,9,8.887598
7014,9,8.835031
7015,9,8.879824
7016,9,8.882668
7017,9,8.832945
7018,9,8.850286
7019,9,8.855297
7020,9,8.032154
7021,9,8.795917
7022,9,8.870604
7023,9,8.746684
7024,9,8.199931
7025,10,9.893700
7026,10,9.897600
7027,10,9.847144
7028,10,9.906230
7029,10,9.904626
7030,10,9.831993
7031,10,9.855672
7032,10,9.849347
7033,10,9.735285
7034,10,9.792621
7035,10,9.661734
7036,10,9.742861
7037,10,9.834856
7038,10,9.863403
7039,10,9.832136
7040,10,9.868670
7041,10,9.869453
7042,10,9.877348
7043,10,9.866539
7044,9,8.894985
7045,11,10.843158
7046,10,8.984412
7047,10,9.864897
7048,10,9.795396
7049,10,9.643328
7050,10,9.640592
7051,10,9.640592
7052,10,9.649049
7053,10,9.647407
7054,10,9.737922
7055,9,8.880447
7056,9,8.135858
7057,9,8.569898
7058,9,8.891569
7059,9,8.913272
7060,9,7.984319
7061,9,8.905251
7062,9,8.894788
7063,9,8.867774
7064,9,8.880208
7065,9,8.791894
7066,9,8.826974
7067,9,8.737978
7068,9,8.764785
7069,9,8.872734
7070,9,8.790989
7071,9,8.683165
7072,9,7.878309
7073,9,8.433434
7074,9,8.888474
7075,9,8.507394
7076,9,8.819453
7077,9,8.820672
7078,9,8.818191
7079,9,8.001766
7080,9,8.756168
7081,9,8.401692
7082,10,9.802956
7083,9,8.823900
7084,9,8.783023
7085,9,8.775605
7086,10,9.808370
7087,9,8.856764
7088,9,8.843729
7089,9,8.877204
7090,9,8.025547
7091,9,8.857325
7092,9,8.835719
7093,9,8.815300
7094,9,8.740222
7095,10,9.798296
7096,9,8.640897
7097,9,8.901519
7098,9,8.909735
7099,9,8.562170
7100,10,8.761686
7101,9,7.905601
7102,9,8.004357
7103,9,8.906109
7104,9,8.871462
7105,9,8.905824
7106,9,8.922437
7107,10,9.843241
7108,9,8.855563
7109,10,9.302057
7110,9,8.254954
7111,9,8.111157
7112,10,9.641170
7113,9,8.677165
7114,9,8.708310
7115,10,8.873015
7116,9,7.996951
7117,9,8.738652
7118,11,10.597300
7119,8,7.703037
7120,10,9.684612
7121,9,8.701891
7122,9,8.655793
7123,10,8.152127
7124,9,7.324839
7125,10,8.155700
7126,9,7.321907
7127,10,8.099912
7128,9,7.279835
7129,10,8.086420
7130,9,7.288017
7131,10,8.086815
7132,9,7.277188
7133,9,7.280918
7134,9,7.287281
7135,9,7.281314
7136,9,7.279850
7137,9,7.286206
7138,10,8.095391
7139,9,7.297886
7140,9,8.801302
7141,9,8.885740
7142,9,8.873828
7143,10,8.963648
7144,9,8.579841
7145,9,8.696478
7146,9,8.681496
7147,9,8.706359
7148,10,9.721855
7149,9,8.812764
7150,9,8.806498
7151,10,9.662732
7152,9,8.696764
7153,10,9.638696
7154,10,9.678026
7155,9,8.702153
7156,10,8.772019
7157,10,8.764834
7158,9,7.886084
7159,10,8.898503
7160,10,8.914863
7161,9,8.010263
7162,10,9.674336
7163,9,8.676919
7164,10,9.724404
7165,9,8.751907
7166,9,8.769953
7167,9,8.821309
7168,10,9.710955
7169,10,9.744749
7170,9,8.754774
7171,9,8.875636
7172,10,9.794675
7173,9,8.907286
7174,10,8.838236
7175,10,8.402567
7176,9,7.548932
7177,10,8.856166
7178,9,8.031672
7179,10,8.913666
7180,10,8.909800
7181,9,7.997581
7182,10,9.792906
7183,10,9.646075
7184,9,8.632515
7185,10,9.606349
7186,9,8.792716
7187,9,8.738314
7188,10,9.680365
7189,9,8.712329
7190,9,8.721412
7191,9,8.706099
7192,9,8.797635
7193,10,9.771303
7194,9,8.710521
7195,9,8.000397
7196,9,8.585809
7197,8,7.558398
7198,10,8.111696
7199,9,7.307095
7200,10,8.112280
7201,9,7.312019
7202,9,7.302976
7203,9,7.302336
7204,9,7.286635
7205,10,8.097542
7206,9,7.289290
7207,10,8.054344
7208,9,7.287037
7209,10,8.104938
7210,9,7.315743
7211,10,8.146584
7212,9,7.318364
7213,9,7.316452
7214,10,9.757458
7215,9,8.712093
7216,10,9.735040
7217,9,8.742116
7218,9,8.651534
7219,10,9.706534
7220,9,8.666887
7221,10,8.904899
7222,9,8.012968
7223,9,8.673652
7224,10,9.543029
7225,9,8.636648
7226,9,8.083183
7227,9,8.485591
7228,9,8.157950
7229,10,9.845856
7230,9,8.866786
7231,9,8.884413
7232,9,8.824110
7233,10,9.865026
7234,9,8.879762
7235,9,7.962281
7236,9,7.859866
7237,9,8.279275
7238,9,7.872180
7239,9,8.808262
7240,10,9.623015
7241,9,8.814583
7242,9,8.708913
7243,9,8.733401
7244,9,8.726168
7245,10,9.748348
7246,9,8.824424
7247,9,8.009291
7248,9,8.780778
7249,9,8.760391
7250,9,8.764089
7251,9,8.672083
7252,9,8.762388
7253,9,8.755253
7254,10,9.027132
7255,9,7.938107
7256,9,8.425829
7257,9,8.499315
7258,9,8.019557
7259,9,8.658527
7260,8,7.732274
7261,9,8.420278
7262,9,8.828550
7263,9,7.919300
7264,9,8.094606
7265,9,8.662863
7266,8,7.850132
7267,9,8.858734
7268,9,8.025974
7269,9,8.764194
7270,9,8.734693
7271,9,8.817905
7272,9,8.876437
7273,9,8.789287
7274,9,8.825622
7275,9,8.803907
7276,9,8.001126
7277,9,8.810399
7278,9,8.876796
7279,9,8.136300
7280,9,8.149421
7281,10,9.860146
7282,10,9.863974
7283,10,9.819374
7284,10,9.875208
7285,10,9.886639
7286,10,9.867748
7287,10,9.881441
7288,10,9.790899
7289,10,9.649722
7290,10,9.656051
7291,10,9.607773
7292,10,9.656989
7293,10,9.635261
7294,10,9.725568
7295,10,9.778704
7296,10,9.657584
7297,10,9.637983
7298,10,9.620253
7299,10,9.612152
7300,10,9.706663
7301,10,9.832506
7302,10,9.743216
7303,10,9.733839
7304,10,9.635261
7305,10,9.635261
7306,10,9.704367
7307,10,9.801731
7308,10,9.771995
7309,10,9.838207
7310,10,9.880651
7311,9,8.849674
7312,9,8.724841
7313,9,8.472262
7314,9,8.883755
7315,9,8.864703
7316,9,7.997442
7317,9,8.862319
7318,9,8.886971
7319,9,8.885273
7320,9,8.874896
7321,9,8.762521
7322,9,8.816286
7323,9,8.748917
7324,9,8.018119
7325,9,8.845343
7326,9,8.555791
7327,9,8.876675
7328,9,8.436137
7329,9,8.328920
7330,9,8.898355
7331,9,8.518264
7332,9,8.806090
7333,9,8.785031
7334,8,7.088243
7335,9,8.391962
7336,9,8.674198
7337,10,9.810524
7338,9,8.803555
7339,9,8.774256
7340,9,8.722279
7341,9,8.763220
7342,9,8.840776
7343,9,8.865865
7344,9,8.811180
7345,9,7.991304
7346,10,9.828047
7347,9,8.859729
7348,9,8.820584
7349,9,8.895979
7350,9,8.818915
7351,10,9.870820
7352,9,8.893323
7353,9,8.924746
7354,9,8.903177
7355,9,8.915170
7356,9,8.891211
7357,9,7.947690
7358,10,9.933450
7359,9,8.932487
7360,9,8.856249
7361,9,7.544610
7362,10,9.278906
7363,9,8.888199
7364,9,8.892426
7365,9,8.821962
7366,9,8.216828
7367,10,9.893627
7368,9,8.792259
7369,9,8.856019
7370,10,8.885372
7371,9,8.002886
7372,10,9.773815
7373,9,8.723944
7374,9,8.670416
7375,10,9.613048
7376,9,8.740786
7377,10,9.647919
7378,9,8.659168
7379,9,7.315654
7380,10,8.123651
7381,9,7.304604
7382,10,8.106470
7383,9,7.304920
7384,10,8.129059
7385,9,7.318943
7386,10,8.136017
7387,9,7.309918
7388,9,7.292735
7389,9,7.317583
7390,9,7.311147
7391,10,8.115345
7392,9,7.314791
7393,10,8.114890
7394,9,7.303811
7395,9,8.556926
7396,9,8.798730
7397,9,8.848061
7398,10,9.091988
7399,9,7.965204
7400,9,8.674603
7401,9,8.678984
7402,9,8.688745
7403,10,9.711799
7404,9,8.859951
7405,9,8.770278
7406,10,9.782748
7407,9,8.681215
7408,10,9.625651
7409,10,9.663336
7410,9,8.847222
7411,10,8.726010
7412,10,8.817543
7413,9,7.920477
7414,10,8.841214
7415,9,7.985649
7416,10,9.803842
7417,10,9.811292
7418,9,8.735047
7419,10,9.432615
7420,9,8.190046
7421,9,8.812232
7422,10,9.766459
7423,9,8.807139
7424,8,7.799195
7425,10,9.704293
7426,10,9.772473
7427,9,8.822318
7428,9,8.839098
7429,10,9.327861
7430,9,8.181721
7431,10,9.642696
7432,10,9.659466
7433,9,8.712730
7434,10,8.858038
7435,10,8.861671
7436,9,7.993609
7437,9,7.875000
7438,9,7.830385
7439,10,9.687025
7440,10,9.660365
7441,9,8.855280
7442,10,9.823277
7443,9,8.736734
7444,9,8.856066
7445,10,9.820848
7446,9,8.884661
7447,9,8.835475
7448,9,8.897213
7449,9,8.718505
7450,10,9.122253
7451,9,8.542045
7452,9,8.813084
7453,9,8.846152
7454,9,8.902504
7455,10,8.107276
7456,9,7.297692
7457,10,8.120285
7458,9,7.318885
7459,9,7.318890
7460,9,7.323201
7461,9,7.335209
7462,9,7.321082
7463,8,6.484564
7464,10,8.115778
7465,9,7.316430
7466,10,8.120268
7467,9,7.295216
7468,9,7.288185
7469,10,8.122176
7470,9,7.299772
7471,9,8.806514
7472,9,8.810660
7473,10,9.790604
7474,9,8.883839
7475,9,8.738053
7476,9,8.822902
7477,9,8.877412
7478,9,8.011561
7479,10,9.861490
7480,9,8.751629
7481,9,8.678233
7482,9,8.826442
7483,10,9.794257
7484,9,8.826095
7485,10,9.846510
7486,10,9.850016
7487,9,8.868298
7488,9,8.853201
7489,9,8.835034
7490,10,9.900340
7491,9,8.464916
7492,10,9.526785
7493,9,8.554833
7494,9,8.847242
7495,9,8.887986
7496,9,8.477973
7497,10,9.767508
7498,9,8.661264
7499,9,8.836432
7500,9,8.777440
7501,9,8.741290
7502,5,4.892404
7503,8,7.115440
7504,9,8.782648
7505,9,8.821399
7506,9,8.911307
7507,9,8.664601
7508,8,7.830864
7509,9,8.778759
7510,10,9.815418
7511,9,8.663711
7512,9,8.692535
7513,9,8.689061
7514,9,8.023312
7515,9,8.804677
7516,9,8.773376
7517,9,8.484891
7518,9,8.759466
7519,9,8.891157
7520,9,8.862149
7521,9,8.484515
7522,9,8.573116
7523,9,8.702438
7524,9,8.029219
7525,9,8.883455
7526,9,8.781781
7527,9,8.847446
7528,9,8.880651
7529,9,8.870522
7530,9,8.871900
7531,9,8.826676
7532,9,8.008024
7533,9,8.861824
7534,9,8.820771
7535,9,8.811124
7536,9,8.788133
7537,10,9.269451
7538,10,8.373012
7539,10,8.873670
7540,10,8.390054
7541,10,8.766802
7542,10,9.241948
7543,10,8.653513
7544,10,9.115158
7545,10,9.602456
7546,10,9.638941
7547,10,8.768666
7548,10,9.497824
7549,10,8.539439
7550,10,9.258492
7551,10,8.775405
7552,10,9.761016
7553,10,9.914539
7554,10,9.917985
